id,value
id_0,4.630586358575287
id_1,16.91494917473384
id_2,21.853962276695633
id_3,7.026071617571037
id_4,27.38568319888822
id_5,22.007021900180074
id_6,25.16623730301197
id_7,30.728724833148807
id_8,16.458112750555674
id_9,58.75833421939427
id_10,9.480417706420178
id_11,8.52289339023415
id_12,63.09315948532637
id_13,52.102195204089995
id_14,22.239065952348415
id_15,12.969134867984756
id_16,32.6133240625955
id_17,66.2522928036902
id_18,0.4122102348439054
id_19,16.68078138367135
id_20,41.96921592805636
id_21,73.55391817444254
id_22,7.948465786921526
id_23,18.727109747007034
id_24,15.179065243972035
id_25,37.22600139511684
id_26,14.479764441666047
id_27,66.05597916745606
id_28,8.003855454834495
id_29,55.13110471841155
id_30,24.878678351053047
id_31,8.312107671982785
id_32,2.545687243614964
id_33,16.49998144939459
id_34,27.36304628923968
id_35,38.477357487243765
id_36,43.91195350997213
id_37,30.963269924252764
id_38,43.12365580532122
id_39,34.08832183336607
id_40,7.375294546399429
id_41,41.94408026748387
id_42,30.0700218926424
id_43,50.045510447827695
id_44,17.779713741102675
id_45,34.94970993226137
id_46,24.073062186761977
id_47,10.694862973281294
id_48,27.556786092884728
id_49,32.62620535433616
id_50,19.553944442419517
id_51,8.897915701075688
id_52,18.214410490557928
id_53,52.96939583345923
id_54,15.874514116063427
id_55,35.27482629455259
id_56,32.85764042099899
id_57,20.49981290742936
id_58,57.51633779622841
id_59,22.65688140556291
id_60,13.831142040433326
id_61,41.882974052959646
id_62,13.320546717103722
id_63,50.18182621014279
id_64,13.61132219441944
id_65,15.569318366704607
id_66,13.953840744608607
id_67,-1.3242368479509705
id_68,42.714551079054594
id_69,28.694865106519064
id_70,20.00064369196897
id_71,42.97341229395408
id_72,60.91982714849428
id_73,4.255721254678895
id_74,16.8193385145201
id_75,3.590185507452331
id_76,39.90770494962438
id_77,12.345046305206457
id_78,21.37639892401355
id_79,21.982694697578125
id_80,24.041726030788862
id_81,34.590927725971
id_82,21.716203432480963
id_83,94.15893064411874
id_84,37.284741654023705
id_85,27.65865232699279
id_86,21.331159365918015
id_87,34.016474404994234
id_88,23.96657105365108
id_89,19.988707988446475
id_90,29.298935995147335
id_91,41.77221637143906
id_92,4.302102029578978
id_93,39.01095753040856
id_94,46.396932680777454
id_95,15.557283592186463
id_96,32.32541320942558
id_97,12.735575160908137
id_98,23.824582456160353
id_99,5.7655198171468935
id_100,18.318568645063724
id_101,26.0057767821664
id_102,13.641844280655974
id_103,14.535372019004564
id_104,23.94843215087646
id_105,39.90475613947012
id_106,33.952908141036666
id_107,6.408576400849071
id_108,4.68452733586419
id_109,80.17212626403095
id_110,48.64584987174454
id_111,16.610799807137376
id_112,27.642369909862815
id_113,14.863829049285751
id_114,14.322167172889815
id_115,25.34526617535907
id_116,27.024000537410117
id_117,11.052931639386115
id_118,16.663363453374238
id_119,19.440711924757256
