id,value
id_0,3.777115729582376
id_1,15.364706249037551
id_2,24.344814120234105
id_3,6.257237368667662
id_4,26.611988965742547
id_5,21.316179668107058
id_6,24.560508868348542
id_7,30.244814785875395
id_8,15.840206306164204
id_9,60.10723196216518
id_10,13.406678725506639
id_11,12.77082169161657
id_12,64.6543917794332
id_13,54.726088087963255
id_14,25.59035779235897
id_15,14.522699326127878
id_16,30.171308854454814
id_17,66.75037153071847
id_18,1.4714105415564558
id_19,20.666206041194428
id_20,41.178953559944446
id_21,68.68760250728123
id_22,9.502307899451965
id_23,19.594410067283793
id_24,13.880585044819618
id_25,41.20383034133716
id_26,15.625008565639256
id_27,77.65278581801837
id_28,8.254999587257025
id_29,52.24007228651534
id_30,21.036828116787362
id_31,9.81176633797128
id_32,0.5179064511277418
id_33,19.62251185474635
id_34,29.48227141030479
id_35,39.8943875374912
id_36,43.07570851090595
id_37,30.67658669436705
id_38,40.125410522614274
id_39,35.211332618077925
id_40,6.650763064758175
id_41,37.88304736706835
id_42,34.31409966554743
id_43,48.27680044953412
id_44,16.097647565957004
id_45,39.2148806024909
id_46,26.361671720483542
id_47,13.307423445212194
id_48,27.27358118776843
id_49,34.100345946639656
id_50,17.198421176175334
id_51,6.493833918906609
id_52,26.01440344477711
id_53,50.3008951404327
id_54,14.905968494702146
id_55,35.33041512492047
id_56,37.506120054422254
id_57,21.877213164019672
id_58,61.57716032027325
id_59,20.80388324176812
id_60,12.055204624763453
id_61,43.06494134952587
id_62,16.389017117781147
id_63,50.181181389981376
id_64,14.746234259330047
id_65,17.883800097684347
id_66,12.872853420209937
id_67,2.9655929396659317
id_68,42.78528865375526
id_69,31.767009175262125
id_70,21.56216751290399
id_71,39.62865625286305
id_72,59.5072129226959
id_73,6.3686922001224975
id_74,16.24670456667277
id_75,7.634649195155803
id_76,36.82428955236389
id_77,14.714309763852931
id_78,24.763025556456782
id_79,19.3804313476801
id_80,19.877693131575388
id_81,30.397347758882574
id_82,20.586149716764286
id_83,91.70105667592235
id_84,34.700285031476064
id_85,27.528247998649608
id_86,22.65695435339017
id_87,34.97135553035764
id_88,23.228121642098152
id_89,21.593868159123424
id_90,30.618081576493182
id_91,40.15259126157479
id_92,3.6487546957616583
id_93,37.41758732272316
id_94,44.61916562008453
id_95,15.783954328782626
id_96,27.13584302507759
id_97,15.689389366617588
id_98,25.77749693438444
id_99,2.5819560060030264
id_100,18.017245196505083
id_101,29.936950111325707
id_102,17.957424618256425
id_103,18.052350367550353
id_104,20.88623702093591
id_105,41.85853092151053
id_106,25.373749816701487
id_107,8.941449959672866
id_108,10.438439446690174
id_109,77.42040089088692
id_110,46.7650091579844
id_111,16.618665403776696
id_112,28.17897460419824
id_113,16.94305535455922
id_114,12.918841049116283
id_115,26.682039085082003
id_116,27.98733503386567
id_117,6.802610821305686
id_118,17.365067061865645
id_119,18.70778960257058
id_120,70.46127835194793
id_121,23.44564082470524
id_122,34.71468158783945
id_123,25.729276325196103
id_124,9.426827131133939
id_125,41.41571983979541
id_126,8.215478083157077
id_127,20.468630993334806
id_128,27.74184249449995
id_129,61.96709896239449
id_130,21.656440858685198
id_131,25.32453958008803
id_132,59.004280825695666
id_133,17.840816954981772
id_134,11.741175456959883
id_135,2.732468681378969
id_136,12.258274434544333
id_137,60.15610244101524
id_138,12.017871786700136
id_139,8.773079073074584
id_140,27.460603416644712
id_141,26.545175662210347
id_142,44.7956325010763
id_143,28.289356833308
id_144,18.239379574386387
id_145,26.621651737680217
id_146,10.664428210351067
id_147,53.658245928467075
id_148,18.176926463669766
id_149,39.75130082663673
id_150,13.28482094300956
id_151,9.115291281206595
id_152,24.4578478955337
id_153,10.147298570951564
id_154,18.871233647838974
id_155,38.928953227099704
id_156,7.209638194936249
id_157,33.91610750058519
id_158,7.733580051069285
id_159,18.10967977410486
id_160,40.506521346660136
id_161,19.110987572509877
id_162,13.281485719467236
id_163,8.342867115911968
id_164,45.479109049103414
id_165,27.471634082700902
id_166,4.719623113390278
id_167,13.20656957412026
id_168,62.44126508483801
id_169,12.036226837511048
id_170,62.793814623068165
id_171,37.24409743320198
id_172,29.116500053492903
id_173,19.96947798630822
id_174,56.79232667533796
id_175,21.526635803247306
id_176,22.925810351247915
id_177,36.46330226753935
id_178,11.949258883968845
id_179,34.04156883812855
id_180,15.81387170887905
id_181,11.850542223657332
id_182,51.55765668779028
id_183,50.73855806541127
id_184,15.757911196136712
id_185,31.05211028461041
id_186,23.873695415826965
id_187,67.7085437846288
id_188,10.771929222441637
id_189,53.35508905161131
id_190,40.72773184364904
id_191,18.156691863976707
id_192,29.067900031122736
id_193,1.5547469751394238
id_194,21.272281616909304
id_195,2.5395115044895245
id_196,35.80745181103382
id_197,12.569483860703413
id_198,20.754877840690483
id_199,63.47839707348893
id_200,27.62985484837754
id_201,24.707072551188077
id_202,64.7409099094841
id_203,12.071809855629168
id_204,10.071871770534608
id_205,11.889568401119918
id_206,6.952328198237745
id_207,2.6294564445524946
id_208,126.62441375164855
id_209,20.657038595894118
id_210,15.439918707057759
id_211,14.6350440578336
id_212,38.017399997449075
id_213,36.976917300128804
id_214,23.466668042196403
id_215,33.77261923815745
id_216,78.19431755881959
id_217,1.1620187236748685
id_218,13.120833429724236
id_219,31.666734731009797
id_220,16.869335059535757
id_221,13.768626531304731
id_222,113.82696147235775
id_223,11.361222885875002
id_224,17.331922394029036
id_225,54.47839072243557
id_226,13.586869750083485
id_227,20.802805833801344
id_228,10.4363901632462
id_229,7.102264744394407
id_230,44.45173979053892
id_231,12.529161231638078
id_232,55.47377622556408
id_233,38.921542574754525
id_234,20.847989808841117
id_235,43.95619333763956
id_236,71.61945383708611
id_237,41.50439180729238
id_238,1.9297784058272909
id_239,18.262889603199195
