id,value
id_0,4.72242590338277
id_1,16.66116137432638
id_2,20.932585676412263
id_3,6.834573512852061
id_4,27.125068666061626
id_5,22.06574536794992
id_6,24.97217840488765
id_7,30.14748018125919
id_8,15.57373980814487
id_9,59.37151772189008
id_10,10.387530885004157
id_11,8.456828131202451
id_12,62.47104929591928
id_13,52.697439962495714
id_14,22.048254487523646
id_15,12.632150079781677
id_16,32.96554139269491
id_17,66.67381130942147
id_18,0.6353934424241032
id_19,16.80084222101014
id_20,42.04073530202606
id_21,73.33258040908204
id_22,8.780384230399553
id_23,17.946182109579404
id_24,14.924198259151806
id_25,37.44861178495511
id_26,15.098035539064345
id_27,74.18572233514206
id_28,7.160643237274741
id_29,55.711053332291854
id_30,24.56208320307955
id_31,8.52589518828972
id_32,2.1349570818359305
id_33,16.92919889043525
id_34,27.586337153448326
id_35,37.43445678971223
id_36,44.0878929636817
id_37,30.911543606916833
id_38,41.93682951245615
id_39,35.054148892236675
id_40,7.723904058427915
id_41,41.46189300639772
id_42,29.7133182482774
id_43,50.151710388399714
id_44,17.48696729557489
id_45,35.41192466416616
id_46,24.321075189416213
id_47,10.53313819979279
id_48,26.294100177281734
id_49,32.31164153762776
id_50,19.992567538570004
id_51,8.745112166238107
id_52,18.17253287448325
id_53,53.11015562904283
id_54,15.065383662240462
id_55,35.0763768563832
id_56,32.7745675244417
id_57,20.473412657407977
id_58,57.31676215192767
id_59,22.632576998478175
id_60,12.807979838998458
id_61,43.03608944045456
id_62,12.947149762399272
id_63,50.97588588328027
id_64,13.281291552992343
id_65,16.083297612218352
id_66,14.38042910141951
id_67,-0.7156449325131806
id_68,42.38078522381874
id_69,28.68229008538888
id_70,20.440816297143694
id_71,43.20724769318259
id_72,62.01177263566894
id_73,5.127909859923901
id_74,16.737172808856826
id_75,3.596287198924317
id_76,39.33265035209486
id_77,12.959036624698824
id_78,21.359897940504645
id_79,21.81888671967104
id_80,23.93889383910581
id_81,33.61087640130462
id_82,22.41125880715965
id_83,94.31444950066214
id_84,37.350845348602284
id_85,27.739822634156486
id_86,20.80778480793993
id_87,34.594399978678084
id_88,23.15585815426053
id_89,20.689274513643067
id_90,29.517426490443047
id_91,42.050498225401725
id_92,4.842081165539828
id_93,38.25782913715269
id_94,46.80500567157539
id_95,16.27757599754671
id_96,32.47626611209935
id_97,13.245698049955068
id_98,23.415215404664472
id_99,4.948836710561223
id_100,19.275565934901
id_101,25.70666141517748
id_102,14.602596007356313
id_103,14.52673219908755
id_104,23.92669790004244
id_105,39.62931882953013
id_106,32.83970611517696
id_107,6.051359229431066
id_108,4.3621049954809745
id_109,79.9567844218113
id_110,49.09711020211159
id_111,17.159755859418137
id_112,27.311854004186987
id_113,15.668215372106758
id_114,13.330251950244433
id_115,24.93496508841679
id_116,26.871341669204863
id_117,11.166353081487506
id_118,18.49373558380469
id_119,19.774844855481124
id_120,81.15917614386856
id_121,24.77863882862464
id_122,36.99063873972075
id_123,24.589775038181607
id_124,6.560598442094366
id_125,38.467450738943235
id_126,8.15676681129463
id_127,22.37024417158732
id_128,28.80277273573725
id_129,62.69647084160714
id_130,22.990327170190195
id_131,23.850670775418187
id_132,58.239656389177945
id_133,14.544399109744022
id_134,13.903406483130807
id_135,2.937111933914313
id_136,12.395876950975042
id_137,57.52067637198543
id_138,20.050905883062807
id_139,5.995854698822941
id_140,28.207490465270475
id_141,25.232892601621383
id_142,44.07497851605631
id_143,30.298377098298918
id_144,18.688589832011466
id_145,25.803057678145976
id_146,10.856532466487076
id_147,51.15586094901055
id_148,24.48851527154996
id_149,39.10546846713987
id_150,9.571028349347845
id_151,8.029951923412913
id_152,23.892920706388313
id_153,6.796571532718544
id_154,15.838467825851
id_155,41.478828472887166
id_156,9.619093986714708
id_157,37.03645682324103
id_158,10.99690175863298
id_159,19.039829837129105
id_160,40.91475167328385
id_161,18.850579698111705
id_162,15.490235904364804
id_163,7.522067919955684
id_164,52.694845083436846
id_165,31.12800000163815
id_166,-1.0580926640225239
id_167,16.4141911940708
id_168,63.0146707080828
id_169,13.592113804795206
id_170,64.3361841679777
id_171,38.56409255355953
id_172,26.526770798639628
id_173,18.923723494468764
id_174,60.81854808942267
id_175,25.057652804089486
id_176,21.486062339604263
id_177,38.754888027938115
id_178,11.825549178952693
id_179,30.87283373484767
id_180,16.486110297782535
id_181,12.24273259668213
id_182,56.70337759250179
id_183,47.93561599121117
