id,value
id_0,3.9250840841285353
id_1,15.230750836164034
id_2,14.772535873447307
id_3,11.029398945492105
id_4,25.524271793153037
id_5,19.805464003430856
id_6,21.229536930535428
id_7,30.957519662304684
id_8,13.20070854028726
id_9,60.113957427998045
id_10,18.300501022673036
id_11,10.485575875862363
id_12,59.91300683053407
id_13,51.40325139727539
id_14,22.780728559528722
id_15,11.981708550233066
id_16,32.684413911568704
id_17,68.52836572446722
id_18,0.3828619840141207
id_19,18.11917174345111
id_20,40.73559851552573
id_21,69.81505133592223
id_22,13.432282338142072
id_23,21.004588499715585
id_24,13.347387930840489
id_25,37.64649614164453
id_26,9.526719411410017
id_27,79.46626351758478
id_28,5.993846082056193
id_29,57.739606218371854
id_30,26.260217865968002
id_31,8.111289628163275
id_32,4.720371046557639
id_33,21.218578731516455
id_34,27.985674801800936
id_35,33.12238316913686
id_36,43.260093990226565
id_37,28.765231809676866
id_38,41.40840727618602
id_39,31.889859352379936
id_40,8.891789379245289
id_41,39.794150562895496
id_42,30.147977634421473
id_43,48.89965057111657
id_44,16.1501770923182
id_45,35.963775435564884
id_46,24.163414375239856
id_47,11.712924028383577
id_48,23.96978923859854
id_49,33.518372419658924
id_50,21.75634845612215
id_51,7.135913599872995
id_52,18.774591271674346
id_53,51.0088342565777
id_54,14.779132333767107
id_55,37.92228042161574
id_56,33.27047495081969
id_57,21.552046847146563
id_58,58.601315812499564
id_59,20.88718606077939
id_60,19.98271909770155
id_61,42.206466082715274
id_62,11.804332377067768
id_63,49.60904323140486
id_64,18.221561205581118
id_65,15.223098983954328
id_66,12.142727597165576
id_67,2.9619861016333795
id_68,43.09015091546612
id_69,35.74784132554227
id_70,20.619968683856687
id_71,35.24819032883242
id_72,62.64087075419581
id_73,2.909782343624295
id_74,19.262139975240256
id_75,3.6569061011102812
id_76,38.36413712239689
id_77,11.779952937339823
id_78,18.33596116809896
id_79,19.08376603751123
id_80,25.56744248049022
id_81,36.43246946738369
id_82,20.44384548684534
id_83,92.59386467968636
id_84,34.74481952035111
id_85,27.739766901785774
id_86,23.928885160493103
id_87,27.57171569243057
id_88,25.976192885760437
id_89,19.467491064853153
id_90,32.93255592197058
id_91,42.5933785671418
id_92,7.071071279473949
id_93,36.42371044189541
id_94,45.747684928406585
id_95,14.664736537093342
id_96,32.195498012657694
id_97,12.6493668715788
id_98,25.442327113089103
id_99,4.462873699758359
id_100,21.44704083764127
id_101,29.038135876703763
id_102,13.734002682941876
id_103,13.788324564836893
id_104,21.133687157573615
id_105,37.446368236889995
id_106,32.112176414600356
id_107,5.422572393678798
id_108,4.436313691693943
id_109,79.38218799245583
id_110,45.56576703078113
id_111,15.980022308438727
id_112,25.77127900366067
id_113,12.140723541685524
id_114,12.926943708123998
id_115,24.168866300127824
id_116,23.092282267467038
id_117,12.144169034409385
id_118,24.211260978850177
id_119,18.22379559639765
id_120,79.86103397753088
id_121,33.06653961579365
id_122,33.26069681736207
id_123,24.33201233469884
id_124,7.125287698309633
id_125,44.001166653884496
id_126,10.839338271134993
id_127,21.00146930432945
id_128,27.052981836125007
id_129,64.66769884496905
id_130,26.83728858158356
id_131,25.229886254952643
id_132,61.80148845101779
id_133,12.893337352280247
id_134,11.407930363233662
id_135,4.721027620242401
id_136,8.13598386051637
id_137,58.791277271798
